customer_number,fruit_veg,dairy,confectionary,grocery_food,grocery_health_pets,bakery,newspapers_magazines,prepared_meals,soft_drinks,frozen,meat,tobacco,drinks,deli,world_foods,lottery,cashpoint,seasonal_gifting,discount_bakery,practical_items
2466,39.11,62.09,21.14,87.95,208.98,0,2.99,37.17,35.88,23.94,26.88,0,28.22,37.12,5.94,0,0,0,0,1.06
2837,64.74,119.17,52.71,61.86,10.46,0,6.27,78.69,25.55,32.12,85.32,0,22.52,11.57,25.4,21,0,2.85,0,0
14283,6.81,60.29,20.76,138.53,46.15,0,0,0,0.92,28.66,103.28,0,0,0,1.16,0,0,0,0,6.29
14528,0.95,64.12,57.15,6.19,24.83,0,87.3,0,4.97,9.12,0,202.77,38.35,16.1,0,44,290,14.03,0,0
14670,13.58,32.25,8.97,16.69,28.34,0,1.7,0,0,10.71,6.38,25.91,0,4.02,4.06,12,46.94,0,0.89,0
10669,20.96,63.38,22.13,59.09,60.43,0,1.86,23.93,7.1,102.77,50.94,53.32,31.55,27.91,7.19,0,130,3.82,0,0
4384,66.85,50.08,47.92,49.96,53.71,0,11.23,48.69,50.47,29.62,57.94,392.61,0,4.27,32.19,58,43,11.33,0,0
4025,50.86,72.37,73.71,51.54,39.57,0,1.6,40.45,8.69,30.56,25.09,107.67,0,20.73,17.4,6,10,7.36,0,0
15609,21.85,32.82,27.68,20.1,44.74,0,14.75,41.8,9.08,0,19.53,64.95,356.36,0,7.9,14,70,0,0,0
14086,30.04,37.96,30.01,17.53,100.91,0,0,10.42,2.43,31.75,65.18,0,0,52.3,12.64,3,52,1.69,0,0
10891,107.16,49.56,56.42,35.83,40.37,0,11.52,50.82,8.25,16.31,43.87,0,0,0,22.52,73,60,20,0.71,0
6798,6.42,96.5,7.8,14.84,16.83,0,44.01,13.06,41.68,23.06,13.36,182.34,146.27,2.09,0,0,10,8.04,0,0
2139,7.34,26.25,49.38,30.23,45.31,0,0.86,6.77,2.66,21.59,8.18,0,0,5.98,0,0,30,1.06,0,0
2192,38.2,114.68,90.56,55.67,30.97,0,14.74,89.7,19.68,58.79,60.61,0,203.93,12.36,0,0,0,16.46,0,0
15723,25.54,13.05,24.09,11.54,4.74,0,2,8.57,1.87,0,3.98,0,4.57,4.39,6.09,0,0,0,0,0
4703,65.62,120.97,0.76,36.13,29.31,0,1.15,11.79,11.22,91.08,105.19,242.09,0,0,0,0,125,2.55,0,6.8
5995,80.11,84.48,47.57,33.1,6.34,0,19.14,17.05,10.09,46.39,86.71,66.06,77.26,0,8.64,10,20,15.7,0,0
12968,3.18,8.28,12.97,11.2,15.05,0,0,13.51,7.24,1.39,15.34,282.91,0,0,0,52,57,0,0,0
11284,38.37,68.48,41.48,31.5,31.95,0,23.23,136.07,39.27,46.68,28.5,70.88,225.64,36.25,22.85,39.5,25,6.75,0,2.96
11672,6.38,66.46,89.07,44.82,18.45,0,7.16,27.79,14.81,31.97,20.69,18.98,7.64,4.25,6.31,14,160,1.68,0,0.76
9146,12.97,42.82,57.81,21.09,99.16,0,3.64,8.65,12.3,18.07,17.69,49.65,0,12.58,7.08,2,0,0,0,0
7385,241.07,197.72,208.48,308.94,279.6,0,9.87,199.67,80.64,103.62,175.28,45.65,79.06,1.38,12.45,0,0,10.88,0,0.84
9471,94.97,61.63,57.82,50.1,51.77,0,16.6,45.29,8.9,6.2,6.49,0,13.13,92.02,8.97,48,0,0.67,0,0
8647,30.43,81.61,31.53,36.62,39.3,0,4.35,14.54,77.99,16.24,59.37,0,78.99,39.13,1.58,4,0,1.27,0,1.27
16154,28.77,63.63,40.85,25.95,40.32,0,34.85,31.15,22.46,26.38,0,0,76.09,5.5,3.07,25,0,14.54,0,5.08
620,36.25,65.51,35.4,30.27,8.38,0,13.58,18.18,10.76,24.08,11.75,0,51.09,0,0.98,22,185.5,0,0,1.27
2671,116.12,206.1,153,122.71,168.51,0,24.08,90.87,59.24,72.69,189.07,0,4.38,87.96,2.38,0,0,1.15,0,4.66
434,25.24,12.05,15.99,25.11,10.95,0,7.06,2.73,8.08,9.62,21.93,0,0,6.92,6.59,0,0,0,0,1.61
15831,2.49,36.76,37.17,18.93,29.21,0,0.7,4.09,3.52,0,1.59,89.37,2.97,3.49,0,7,85.5,3.72,0,0
7644,94.51,21.52,31.91,13.58,37.14,0,38.66,69.61,18.01,42.16,51.27,9.19,21.43,41.09,2.45,0,0,0,85.19,13.28
12598,79.54,53.78,114.16,76.43,67.81,0,0,15.39,16.4,54.15,36.4,0,74.5,0,5.74,0,0,0,0,0
149,11.14,16.88,28.97,21.39,14.9,0,1.3,11.12,1.96,13.52,28.92,0,0,0,2.17,0,0,1.69,0,0
1212,40.47,35.29,42.01,20.56,25.36,0,24.9,54.05,16.64,43.25,18.33,0,95.46,5,2.21,0,85,0.84,0,4.5
11951,26.04,29.73,9.86,20.59,0,0,59.65,0,2.82,2.83,8.02,47.39,62.48,1.99,2.63,32,0,3.21,0,0
14545,13.33,73.43,63.99,52.89,7.93,0,1.99,0,30.44,33.2,0,0,0,65.32,2.33,0,0,0,0,0
2923,77.46,48.35,8.77,66.24,30.73,0,1.2,35.63,3.17,14.63,93.74,0,0,39.73,12.61,0,0,6.76,0,0
13431,241.18,161.49,76.87,222.91,98.51,0,0,56.48,23.15,31.73,56.09,0,0,0,22.34,0,0,3.78,0,0
13913,124.69,115.58,119.93,193.65,156.11,0,0,57.7,90.41,30.87,74.14,0,7.13,0,1.19,0,0,42.29,0,0
13266,272.2,163.74,106.53,140.12,91.52,0,0,6.74,8,47.22,112.33,0,47.2,63.83,0,0,0,0,0,1.92
5942,16.41,7.91,17.21,24.65,63.72,0,2.85,13.7,4.71,19.59,57.29,80.09,113.52,0,4.16,0,0,0,0,0
7257,41.39,14.12,25.52,26.69,29.88,0,6.21,19.35,12.8,40.73,83.54,0,21.48,0,16.67,0,0,0,0,1.52
144,35.32,36.67,48.9,64.14,7.95,0,4.48,14.31,0.42,2.09,8.37,0,2.55,3.8,21.18,0,0,1.27,0,0
1704,18.53,50.16,25.36,55.41,30.61,0,25.96,1.09,2.38,3.9,41.2,0,26.78,0,3.79,16,0,1.15,0,0
4572,95.77,93.95,26.44,136.69,67.8,0,7.55,43.76,20.9,45.62,77.08,13.05,0,16.73,11.7,11,10,16.56,0,0
8564,126.89,116.07,64.77,66.19,48.7,0,6.14,33.8,32.38,102.47,98.56,21.97,108.19,48.31,4.84,0,0,14.94,0,0
8178,75.57,55.5,49.22,34.15,95.12,0,30.95,68.61,41.54,20.82,66.23,111.84,199.66,8.4,9.27,0,0,4.41,0,3.27
372,68.92,99.62,66.69,66.63,42.07,0,29.01,45.72,11.98,46.4,76.25,0,84.75,0,0.8,0,70,9.06,0,0
6920,37.04,79.53,35.75,61.18,92.81,0,5.15,98.34,8.8,60.07,42.13,48.44,184.74,3.6,0,0,0,5.56,0,0
15268,7.22,4.6,4.94,3.47,17.84,0,2.17,8.08,0,2.93,15.17,15.13,36.28,0,0,0,30,2.12,0,0.84
4231,76.53,77.96,59.12,45.83,10.22,0,20.25,44.7,8.06,21.97,40.49,35.49,0,1.59,8.72,50,0,6.17,0,0
14549,22.68,12.07,16.56,4.52,3.04,0,3.4,0,1.68,0,0,9.91,0,1.95,0.89,19,64.52,0,0,0
11633,79.46,63.48,61.87,49.78,109.6,0,0.75,55.79,15.75,47.85,26.66,0,51.24,2.5,2.28,0,0,3.56,0,0.84
10693,25.74,55.24,11.48,52.82,103.3,0,14.75,25.12,40.32,48.79,93.75,3.75,316.56,0,0,0,136.12,3.64,0,0
1330,387.48,158.53,228.49,176.92,178.31,0,38.73,111.3,110.34,4.18,55.24,0,298.99,0,5.59,0,0,19.16,0,2.96
2772,45.45,44.53,89.38,25.2,18.59,0,2.44,5.92,7.03,38.92,145.24,0,0,0,11.69,0,0,0,0,1.69
4806,2.02,16.54,17.02,2.14,11.37,0,2.6,0.69,1.66,1.98,5,31.34,0,0,9.77,4,0,0,0,1.69
12480,40.89,65.58,60.43,114.32,81.2,0,0,33.78,14.64,38.37,74.25,3.71,0,0,0,0,0,0,4.69,0
5722,145.6,134.65,31.22,44.91,29.95,0,30.56,74.89,8.22,39.12,221.68,144.73,147.1,0,1.98,63,85,0,0,0
8536,17.16,39.46,12.64,17.48,35.25,0,8.75,12.8,4.67,9.37,16.69,11.35,63.53,50.71,3.96,0,102,0,0,0
218,204.39,60.9,66.15,109.48,74.23,0,16,17.35,3.45,28.13,18.02,0,8.93,12.95,3.13,0,0,12.99,0,6.44
52,53.29,5.19,3.29,1.08,12.11,0,3.12,2.78,8.98,1.78,9.74,0,0,49.07,35.1,1,10,23.2,0,0
7433,72.44,57.56,48.98,66.06,36.45,0,6.3,7.39,14.94,67.11,32.18,0,77.24,15.49,1.49,0,0,5.68,6.49,0
4620,44.24,52.41,44.38,55.85,47.86,0,23.2,13.53,4.48,33.42,27.04,357.56,0,0,12.39,58,0,1.02,0,0
11791,4.64,17.39,0,8.03,1.69,0,53.75,0,0,4.99,0.95,337.73,0,16.47,5.95,104,156.35,0,0,0
1800,101.63,114.16,42.98,63.26,55.5,0,24.73,42.25,4.92,49.56,44.68,0,17.01,17.91,3.47,0,0,0,0,1.95
5053,159.58,127.85,206.4,132.42,155.35,0,35.39,78.91,29.25,93.33,26.54,19.8,0,4,0,0,184.61,0,0,0
426,44.54,103.62,80.35,108.18,63.63,0,6.36,36.76,45.58,88.68,37.07,0,32.27,0,0.99,0,0,8.12,0,3.4
4694,8.25,13.09,13.84,1.5,4.71,0,1.7,2.55,7.58,1.79,21.18,57.78,0,0,1.3,43,20,4.99,0,0
13710,6.4,3.16,48.47,60.25,33.38,0,0,34.01,10.42,16.62,66.7,0,0,0,3.08,0,135,0.84,0,0
5951,64.29,48.24,73.79,12.35,58.1,0,14.8,15.63,32,15.63,27.58,70.7,32.83,0,3.45,2,260,0,0,5.93
15407,4.13,27.31,10.78,20.39,21.5,0,12.45,2.09,0,2.79,8.91,142.27,0,0,0.69,2,0,0,0,0
1989,124.98,130.28,65.95,42,124.32,0,6.46,82.7,37.38,53.91,151.38,0,23.67,0,34.31,0,0,5.06,0,0
7191,69.79,131.15,187.03,65.24,92.36,0,2.15,103.47,115.56,34.36,63.29,270.84,122.58,22.17,6.43,0,0,24.87,0,7.64
6806,57.32,49.38,19.39,71.46,40.82,0,0.35,27.16,25.92,9.36,52.44,7.66,5.44,1.99,0,0,0,12.52,0,4.23
10382,54.16,91.64,36.01,70.88,15.48,0,1.55,16.18,5.19,13.77,19.99,0,12.8,80.49,7.08,0,0,1.01,0,0
13921,100.76,60.74,31.63,117.49,19.14,0,0,50.57,14.54,62.51,18.07,0,0,31.59,10.2,0,0,1.69,0,0
3740,35.3,77.02,31.18,32.95,44.58,0,30.58,11.08,3.36,30.54,9.97,5.35,0,0,2.41,4.5,150,0,0,0
13002,45.05,60.44,12.55,17.88,8.6,0,0,40.95,12.25,6.08,40.97,7.05,19.8,0,0,0,0,0,0,0
10613,49.03,31.62,29.71,33.14,33.85,0,5.01,3.49,13.24,11.81,24.42,81.8,53.57,1.27,0.28,3,30,2.85,17.19,0
4042,69.22,46.2,40.81,29.11,32.81,0,4.94,34.64,8.13,10.76,22.92,43.32,0,0,4.4,1,0,0,0,0
15588,111.28,67.87,45.29,29.16,83.91,0,7.05,20.78,25.16,0,14.55,0,0,0,4.32,0,0,2.54,0,3.05
6396,15.38,12.66,19.08,26.48,5.06,0,3.1,5.08,6.58,10.65,7.12,28.21,43.96,0,0,0,10,0,0,0
11265,67.57,174.02,125.55,52.53,141.38,0,25.74,22.42,66.38,62.48,75.72,0,26.37,1.7,3.47,0,0,16.65,0,2.12
9380,27.94,23.1,84.65,62.03,5.26,0,13.04,34.87,5.56,17.11,109.66,547.21,2.2,10.56,0.63,-1,0,5.77,0.37,0
11156,21.08,33.69,44.08,42.68,37.15,0,50.9,8.08,8.67,28.64,27.05,15.64,3.57,8.38,1.35,0,50,18.2,0,8.22
10827,55.58,88.82,118.48,54.43,190.43,0,18.66,13.57,9.73,26.66,54.84,545.69,3.88,18.68,4.49,167.45,100,18.58,1.44,0
9706,15.76,35.42,11.36,10.17,9.88,0,39.89,30.39,6,9.68,31.09,111.99,12.01,30.69,8.19,30.5,609.99,0,0,1.95
4453,45.76,207.8,53.53,73.26,42.46,0,17.99,30.57,20.89,30.92,53.91,473.76,0,0,16.37,0,45,6.26,0,2.55
14741,11.93,26.79,31.87,26.26,10.55,0,41.05,0,1.52,21.9,35.31,0,0,0,0,0,0,0,0,0
11208,78.94,127.98,41.48,33.77,117.38,0,16.83,116.75,2.79,27.27,1.99,0,0,118.08,0,0,0,9.61,61.66,2.53
6327,17.25,43.35,21.99,41.37,64.51,0,6.83,6.58,12.72,9.48,9.15,352.53,12.4,0,1.49,0,20,7.17,16.5,0.67
14555,1.88,82.53,18.97,76.35,36.55,0,26.51,0,1.61,2.29,10.31,812.57,0,0,0,163,10,2.84,25.63,25.4
14870,63.92,49.79,18.74,60.22,70.71,0,10.95,55.67,0,41.78,63.23,7.42,0,2.1,12.2,1,0,0,0,0
14920,12.76,5.8,3.13,2.34,1.52,0,0.8,24.22,0,5.24,0,0,11.46,0,1.49,7,0,0,0,0
9076,187.66,226,158.72,108.84,130.45,0,69.14,30.58,110.58,140.5,25.71,5.73,60.94,67.61,69.58,8,0,9.35,0,3.2
5175,110.5,89.11,48.83,69.95,41.1,0,31.8,15.84,2.29,76.39,122.82,0.82,120.66,0,2.57,30,10,0,0,3.4
10628,174.07,132.2,66.02,29.41,73.49,0,23.62,34.65,11.47,15.24,159.62,1.47,4.72,70.66,24.92,0,10,26.39,0,3.4
2063,364.1,119.29,134.12,216.27,118.23,0,0.92,67.47,41.21,56.91,143.39,0,73.59,0,19.82,0,0,3.4,0,2.55
13031,30.79,24.13,42.76,37.31,23.26,0,0,20.22,17.16,12.91,58.07,0,136.72,5.72,2.67,0,0,30.38,0,0
10390,35.48,60.19,36.81,44.54,32.21,0,3.39,27.56,26.66,20.76,31.46,99,86,15.14,28.3,59,30,2.37,0,0
11365,34.11,62.8,43.61,45.18,43.78,0,25.49,32.78,37.43,28.05,57.52,804.69,348.16,17.47,44.06,45,361.91,2.5,0,1.61
14716,6.55,27.07,32.05,51.87,22.95,0,6.46,0,15.84,13.28,47.58,3.85,0,0.62,9.36,2,307.5,0,0,0
14329,0.93,4.84,2.04,8.96,8.2,0,2.16,0,0,0,0,373.02,106.25,4.7,5.02,44,0,0,0,0
2834,164.27,189.4,170.86,226.29,216.69,0,0.5,98.26,36.03,184.62,112.95,0,39.76,0,3.59,0,0,11.7,0,0
5110,61.71,271.98,254.11,154.61,183.12,0,70.83,239.3,30.12,23.1,6.89,"2,488.94",0,48.4,0,3,130,26.3,0,12.94
3513,55.25,72.45,127.54,66.24,26.42,0,10.7,55.89,18.03,17.58,4.68,0,0,0.71,3.57,0,0,0,0.69,0
9264,110.5,228.43,217.54,169.01,296.29,0,22.88,31.33,130.78,146.69,7.97,0,24.19,6.43,10.97,1,0,3.39,0,0.84
1074,5.54,21.87,26.32,18.92,4.23,0,31.77,79.45,19.71,48.99,15.03,0,0,34.13,6.95,0,0,1.02,0,0
16254,16.36,20.84,28.72,8.61,72.92,0,6.12,16.37,13.24,32.13,0,0,183.29,3.89,2.66,5,9.5,0,0,0.84
15024,130.56,77.26,61.18,80.56,127.87,0,23.6,93.93,0,11.82,34.96,0,0,0,3.85,0,0,0,0,0
9949,269.63,191.79,62.13,126.72,115.9,0,17.25,26.22,7.07,24.06,22.16,0,22.38,0,8.68,0,0,30.61,0,8.92
8622,45.34,35.12,73.89,46.51,43.32,0,7.75,26.44,49.7,26.21,63.53,121.46,24.08,3.84,16.35,0,32.5,2.36,0,0
13667,3.24,11.28,3.02,6.45,7.71,0,0,2.67,0,1.98,5.48,164.73,0,0,0,7,86,0,0,0
12419,67.79,54.42,24.2,52.61,46.05,0,0,11.5,1.44,6.83,18.94,71.52,0,0,2.38,0,0,0,0,0
7816,40.35,31.4,13.39,16.03,24.31,0,17.66,42.57,6.04,1.49,25.73,508.76,249.98,17.1,3.38,0,0,1.27,0,3.4
4794,64.02,33.77,55.26,32,13.01,0,10.98,18.28,21.47,23.04,13.21,4.22,0,7.35,6.24,0,80,10.38,0,3.97
7127,56.27,71.8,13.04,30.07,123.89,0,13.3,60.64,11.59,20.1,13.98,41.17,152.79,2.33,0.99,0,0,12.71,8.3,23.36
13981,153.12,124.68,18.94,74.45,108.52,0,0,32.12,32.27,15.12,74.07,0,0,111.45,9.43,2,0,3.98,1.88,0
12394,18.78,21.16,16.91,10.28,12.3,0,0,28.15,0.68,10.38,46.73,0,155.99,2.53,5.02,0,0,1.86,0,0.84
7132,3.68,0,44.36,5.96,1.95,0,0,0,0.5,7.89,0,0,0,3.92,1.59,0,0,0,0,0
5060,142.47,108.78,102.29,59.31,160.68,0,87.66,119.67,11.85,32.59,292.93,7.2,0,155.26,172.62,0,15,24.37,0,21.02
15753,107.03,78.51,21.09,56,29.61,0,37.41,25.89,11.62,0,34.52,2.4,0,0.2,3.33,26,42,1.27,0,0
16281,112.04,106.95,57.88,70.97,96.12,0,41.05,79.33,2.93,8.02,0,0,3.4,1.85,11.36,0,0,1.15,0,4.2
14597,7.55,2.73,9.71,2.73,5.25,0,5.86,0,3.31,1.1,15.93,4.34,28.82,1.9,0,11,0,0,0,0
3395,10.39,15.9,40.4,56.75,54.9,0,5.25,0.79,5.01,4.48,10.3,0,0,0,0,0,0,0,0,0
14407,21.38,16.48,13.54,13.16,21.2,0,4.9,0,1.72,1.94,21.82,17.89,26.51,0,7.51,27,0,1.99,0,0
5709,45.45,40.99,11.81,58.22,51.5,0,3.6,25.46,4.89,30.43,49.06,45.89,158.49,0,2.77,0,307.5,0,0,0
9902,109.44,99.43,90.48,101.43,68.03,0,5.5,36.06,39.82,70.48,60.58,0,0,0,34.38,0,0,4.91,0,0
10176,439.55,292.96,215.18,175.68,189.35,0,74.67,154.62,92.07,71.83,225.88,0,56.16,24.62,8.97,0,0,17.82,0,3.04
5578,44.15,42.32,8.88,12.3,17.04,0,110.02,19.68,5.77,13.3,25.85,249.31,133.43,0,6.98,0,0,3.39,0,1.1
2921,71.92,84.68,9.5,23.58,39.09,0,4.05,68.76,0.82,2.19,24.23,0,0,0,32.54,0,0,0,0,0
6028,18.42,61.52,37.38,16.26,26.94,0,0.85,24.43,33.43,3.25,33.63,3.35,11.29,0,0,0,170.5,1.86,0,0
11500,77.69,71.64,68.3,88.43,117.26,0,14.88,19.44,21.24,21.27,149.79,750.98,195.06,7.41,10.54,103,161.12,7.64,0,1.1
2125,36.63,74.08,17.87,29.55,31.72,0,6.1,13.44,29.87,79.17,4.72,0,5.77,2.1,19.84,2,95,0,0,2.55
12511,16.87,30.37,6.05,30.61,25.61,0,0,0,3.48,1.15,42.56,0,205.89,23.92,0.99,0,3,2.53,0,0
10256,87.98,61.66,27.9,27.22,41.5,0,95.3,59.36,80.12,32.14,101.9,525.4,11.15,35.38,48.93,95.5,210,4.08,0,0
14554,1.62,6.24,15.62,4.71,48.92,0,0.97,0,0,6.23,0,2.02,0,8.61,0.99,0,0,0,0,2.55
3745,60.15,81.29,61.96,36.98,77.58,0,0.5,68.26,8.18,5.54,52.37,53.55,0,0.6,17.42,0,0,0,0,0
6083,5.9,62.82,136.52,91.79,134.51,0,33.25,50.55,55.56,24.98,4.18,14.28,4.26,0,0,0,285,3.4,0,3.65
14445,4.54,10.1,1.46,9.11,2.19,0,1.05,0,0,7.25,1.99,65.39,0,9.96,0.84,6,122,0,1.2,0
13378,37.67,86.13,9.23,92.07,23.99,0,0,8.79,0,35.89,20.01,94.78,0,0,2.57,0,0,3.87,0.63,3.4
10015,7.77,15.25,7.81,15.02,24.93,0,17.25,4.55,2.89,11.8,7.43,169.27,98.6,6.44,3.15,133,205.99,6.09,0,0
4047,32.19,94.4,72.02,17.02,63.46,0,202.91,49,14.7,8.43,93.94,431.16,0,1.81,15.74,0,80,1.69,0.6,3.72
13391,99.93,99.71,138.64,187.63,40.02,0,0,47.05,16.32,18.7,117.19,0,12.32,16.02,3.16,0,50,1.02,0,0
15911,14.94,105.51,43.9,3.03,47.39,0,45.81,1.09,22.3,6.64,0,0,0,0,20.4,0,0,38.2,0,0
1580,13.26,20.21,38.42,10.09,10.27,0,4.1,24.67,13.27,10.92,29.2,0,137.16,3.85,3.44,0,0,1.69,0,0
16029,2.61,2.51,0.72,6.67,7.91,0,0.45,9.19,2.34,8.66,0,170.36,27.57,6.6,0,0,0,0,0,0
156,95.88,93.66,29.13,121.68,70.44,0,35.28,17.27,17.13,123.81,25.43,0,178.86,18.65,2.03,0,0,12.24,0,25.77
3865,166.96,152.62,74.8,39,58.39,0,164.73,38.03,2.02,2.05,151.54,9.14,0,2.5,25.11,0,0,0.63,0,8.48
7944,68.91,119.55,59.18,27.16,53.78,0,0.7,15.16,17.92,88.11,65.9,6.54,23.26,13.52,5.65,0,0,0,0,3.99
7910,21.44,9.86,8.26,8.95,18.16,0,5.35,18.37,18.33,4.62,27.45,88.49,95.59,3.49,1.8,0,25,0,0,1.44
10816,65.33,99.9,88.37,58.35,28.09,0,61.98,16.23,34.86,41.59,11.38,77.81,0.94,33.47,4.22,0,0,2.53,42.2,0
5558,51.08,30.17,17.19,15.29,10.91,0,170.13,40.59,110.35,5.23,85.52,415.84,12.58,0,0,6,0,3.38,0,0
275,28.16,28.17,12.02,16.45,10.4,0,3.85,12.54,3.21,7.43,5.98,0,15.3,8.58,1.88,0,0,0,0,0
10129,46.78,102.55,77.78,25.03,13.33,0,29.99,52.68,11.08,47.43,34.42,0,0,39.84,1.59,-2,40,5.06,0,0.84
1509,79.65,76.27,14.31,48.37,16.21,0,7.86,25.53,2.2,1.25,10.23,0,8.43,0,0.78,0,110,0,0,0
1018,316.87,130.99,73.01,117.72,64.38,0,31.84,48.27,9.01,46.71,32.21,0,8.5,21.78,3.55,0,10,3.59,0,1.52
12846,113.77,25.44,81.99,67.83,68.08,0,0,78.45,12.5,64.78,107.02,3.81,0,36.93,1.68,0,0,9.34,45.9,0
4608,100.62,165.71,162.25,61.36,306.04,0,52.2,90.97,80.89,62.7,104.51,48.29,0,6.8,62.41,0,0,0,0,0
5871,18.36,31.58,34.71,3.42,79.63,0,1.46,8.82,56.48,18.14,8.59,13.33,0,29.79,4.86,0,35,1.27,0,2.98
10725,55.3,115.83,125.6,37.97,62.91,0,14.11,85.13,6.12,38.64,124.5,145.61,53.2,7.26,8.71,12,65,5.65,0,0
7560,32.29,46.67,14.96,18.74,7.31,0,0.65,10.38,3.46,1.52,7.49,1.16,56.91,7.25,1.63,0,0,0,0,2.54
5557,142.92,64.99,29.52,27.49,7.02,0,11.24,6.11,13.94,7.88,63.58,2.2,3.4,0,11.75,5,0,5.92,0,0
1932,24.83,26.08,18.16,33.68,32.45,0,1.8,47.38,7.57,5.13,9.03,0,6.5,0,14.09,2,0,0.84,0,0
7044,40.96,122.67,87.56,104.42,43.21,0,2.3,21.28,16.15,59.79,50.64,0,0,0.95,5.44,0,0,0,0,0
5888,71.33,61.53,35.19,31.93,68.23,0,0.78,109.44,22.99,18.75,32.87,119.16,205.15,0,1.08,0,0,0,0,0
10963,52.72,20.21,52.12,8.09,32.72,0,3.63,1.04,16.07,37.78,36,0,0,6.24,6.24,0,0,1.68,0,7.15
972,13.71,27.99,24.37,18.13,24.84,0,13.87,1.77,2.62,9.33,2.49,0,3.4,31.07,1.98,0,0,1.27,0,0
1340,42.56,19.37,41.14,33.39,28.42,0,3.15,6.2,11.88,70.74,63.64,0,112.58,0,18.43,0,0,0,0,0
9258,26.2,87.69,31.4,75.23,48.56,0,20.95,13.27,5.16,21.05,17.93,0,17.91,0,12.89,14,0,3.4,0,0
8673,38.26,58.77,84.84,50.9,35.22,0,41.15,42.76,9.19,58.98,30.03,0,0,0,9.15,82,0,28.68,0,0
7036,21.85,17.76,8.25,4.17,6.74,0,7.8,11.89,4.58,1.78,37.29,0,19.98,0,5.24,0,0,32.78,0,0
15068,23.99,58.3,24.95,44.91,26.59,0,10.26,21.44,0,17.83,18.21,349.12,0,19.78,1.43,0,0,0.84,0,0
13793,"1,262.97",708.04,255.43,"1,017.07",285.29,0,0,361.6,142.28,239.41,707.25,584.57,72.85,4.4,38.76,0,450,9.32,0,18.91
7604,73.68,62.37,24.54,75.64,36.14,0,9.34,10.19,2.44,47.29,122.54,293.63,231.16,3.98,0.89,0,0,0,0,2.51
1117,79.44,99.01,46.16,59.07,34.88,0,7.95,5.91,2.29,13.57,57.52,0,0,11.02,2.67,0,0,1.33,0,0
10360,53.55,84.05,29.1,12.35,8.09,0,11.9,73.68,4.83,11.17,49.79,0,6.62,4.25,2.69,0,0,3.98,0,0
1911,86.57,88.47,41.8,84.06,91.37,0,3.61,44.69,90.04,39.22,82.97,0,18.63,2.32,7.62,0,0,1.99,0,0
6245,44.52,22.67,13.58,21.12,8.67,0,1.82,24.29,3.02,5,22.11,105.17,152.96,0,0,0,0,0,0,0
13380,31.12,37.65,17.62,46.15,46,0,0,14.14,2.45,7.26,41.44,0,0,4.48,2.11,0,0,0,0,0
14481,26.5,38.9,9.04,33.86,19.85,0,10.33,0,5.57,29.98,16.74,219.69,19.14,0,0,0,0,0,0,1.69
10743,29.06,33.64,133.67,33.32,54.02,0,47.53,67.9,5.24,76.54,22.32,827.04,193.9,5.53,31.17,4,306.5,4.73,0,0
16084,16.97,17.84,43.82,13.78,47.78,0,39.26,55.9,1.28,38.43,0,24.26,0,5.5,7.69,0,282.08,0,0,0
6668,42.36,127.67,165.88,115.34,173.71,0,31.07,45.83,96.13,126.63,159.99,419.55,488.15,4.03,0,22,80,9.85,0,0.6
5706,39.9,70.03,34.56,9.12,29.33,0,7.2,31.91,12.82,28.37,31.6,17.06,77.03,0,52.62,0,0,0,0,0
1096,47.75,44.04,8.42,34.87,4.25,0,16.61,10.09,24.23,14.29,22.43,0,277.39,0,0,0,60,0,0,0
11454,191.46,182.42,106.62,102.18,335.2,0,7.62,36.28,22.95,85.92,140.56,281.11,76.42,6.14,8.13,2,210,4.47,0,5.94
5503,10.86,13.1,15.28,9.2,52.8,0,11.81,2.05,4.88,19.84,6,26.44,12.93,0,4.96,0,199,0,0,0
2581,9.98,36.94,38,22.69,42.52,0,11.35,50.33,5.31,7.83,39.33,0,28.49,0,4.07,5,50,0,0,0
10643,33.67,75.03,180.48,51.84,39.13,0,8.7,58.13,16.77,31.11,14,0,0,5,17.37,0,0,5.08,0,0
412,7.18,53.35,3.34,36.88,10.45,0,2.8,85,35.9,2.39,7.74,0,18.02,19.87,0,24,20,0,0,0
538,74.03,54.45,17.25,77.41,46.96,0,1.92,32.7,3.76,28.67,40.6,0,18.36,0,22.97,0,0,5.48,0,5.56
12218,98.38,74.86,148.28,71.89,35.71,0,0,49.42,41.11,68.24,71.82,0,3.14,6.14,44.73,0,0,0,0,7.9
3213,98.04,90.98,109.15,60.92,130.83,0,53.55,115.28,57.17,36.51,49.89,0,181.49,3.3,0.99,0,0,0,0,5.09
4024,5.18,25.69,46.72,0.93,6.96,0,6.89,12.62,8.98,12.72,22.03,21.99,0,0,0.49,3,40,4.08,0,0
12693,32.42,73.19,21.3,33.1,27.89,0,0,11.27,2.17,3.83,47.04,353.52,15.47,4.2,3.43,0,0,0,0,0
8738,49.8,108.41,37.47,30.48,62.29,0,11.3,9.61,102.99,30.53,57.41,526.42,608.91,15.07,0.22,39,0,6.8,0,0
15945,28.52,39.09,93.78,69.48,91.9,0,76.6,1.58,3.7,40.56,0,0,16.59,3.35,23.45,14,5,0,0,0
2275,103.33,96.81,101.52,65.3,25.67,0,31.8,30.88,7.25,64.6,27.56,0,19.54,54.81,21.45,0,66.03,2.86,0,7.98
