customer_number,baskets,total_quantity,average_quantity,total_spend,average_spend
1520,350,389,1.111428571,573.73,1.64
1529,240,286,1.191666667,301.44,1.26
1519,255,296,1.160784314,290.89,1.14
10911,691,831,1.20260492,998.06,1.44
12934,154,172,1.116883117,252.59,1.64
14515,332,339,1.021084337,294.38,0.89
6647,424,490,1.155660377,929.59,2.19
4238,494,568,1.149797571,798.42,1.62
10222,877,961,1.095781072,"1,548.47",1.77
12935,322,409,1.270186335,498.16,1.55
7699,1080,1217,1.126851852,"1,471.56",1.36
4232,783,917,1.171136654,963.43,1.23
16049,322,391,1.214285714,316.31,0.98
1557,467,555,1.188436831,609.73,1.31
11182,889,1181,1.328458943,"1,142.53",1.29
12945,292,313,1.071917808,352.41,1.21
10232,128,155,1.2109375,209.32,1.64
7700,349,462,1.323782235,770.01,2.21
15059,130,158,1.215384615,379.94,2.92
4231,447,540,1.208053691,559.97,1.25
2183,75,83,1.106666667,131.07,1.75
4235,493,585,1.186612576,609.01,1.24
6540,92,163,1.77173913,296.86,3.23
5667,471,502,1.06581741,631.1,1.34
5664,1401,1806,1.289079229,"2,044.02",1.46
4243,540,780,1.444444444,930.64,1.72
12950,104,126,1.211538462,146.27,1.41
16054,317,399,1.258675079,687.61,2.17
5665,243,296,1.218106996,340.54,1.4
1567,535,594,1.110280374,712.49,1.33
12946,655,746,1.138931298,"1,145.10",1.75
1559,286,422,1.475524476,376.09,1.32
10234,861,932,1.082462253,"1,195.47",1.39
8997,471,638,1.354564756,771.74,1.64
1580,189,249,1.317460317,324.37,1.72
1579,804,888,1.104477612,"1,312.73",1.63
7705,487,560,1.149897331,810.6,1.66
10958,694,859,1.237752161,"1,589.25",2.29
7710,415,498,1.2,813.69,1.96
4242,213,227,1.0657277,385.56,1.81
6654,499,733,1.468937876,458.43,0.92
10925,1307,1574,1.204284621,"1,459.20",1.12
1589,698,741,1.061604585,794.97,1.14
1588,1139,1368,1.201053556,"1,366.60",1.2
4245,1101,1184,1.075386013,"1,296.12",1.18
5679,302,343,1.135761589,431.5,1.43
12964,180,204,1.133333333,226.84,1.26
8994,434,537,1.237327189,505.19,1.16
15070,385,453,1.176623377,558.65,1.45
4258,735,784,1.066666667,998.11,1.36
10242,404,442,1.094059406,600.38,1.49
15068,419,506,1.207637232,642.16,1.53
4254,234,262,1.11965812,287.13,1.23
9011,654,876,1.339449541,"1,023.32",1.56
7715,383,439,1.146214099,579.94,1.51
11825,53,68,1.283018868,52.59,0.99
1594,379,428,1.129287599,799.62,2.11
1595,422,495,1.172985782,765.7,1.81
7726,926,1072,1.157667387,913.8,0.99
4257,209,276,1.320574163,381.08,1.82
9001,306,379,1.238562092,531.22,1.74
1604,490,610,1.244897959,808.88,1.65
4268,328,451,1.375,477.41,1.46
12968,195,240,1.230769231,521.76,2.68
10248,2489,2878,1.156287666,"3,789.25",1.52
9634,244,267,1.094262295,401.44,1.65
15664,151,177,1.17218543,335.79,2.22
11761,356,566,1.58988764,315.92,0.89
12969,92,111,1.206521739,200.65,2.18
7729,721,957,1.327323162,"1,309.01",1.82
5676,695,872,1.254676259,879.91,1.27
12973,289,359,1.242214533,814.1,2.82
1623,314,428,1.363057325,524.25,1.67
12978,307,360,1.172638436,907.16,2.95
11127,1804,2196,1.2172949,"2,590.29",1.44
1617,333,404,1.213213213,442.1,1.33
1626,412,571,1.38592233,576.25,1.4
12981,328,406,1.237804878,"1,029.29",3.14
10252,323,404,1.250773994,"1,308.29",4.05
9030,457,541,1.18380744,751.24,1.64
5696,672,811,1.206845238,"1,334.70",1.99
4278,377,449,1.190981432,488.96,1.3
9016,557,670,1.202872531,528.6,0.95
14528,557,588,1.055655296,890.51,1.6
11247,454,494,1.088105727,634.18,1.4
15076,289,369,1.276816609,817.12,2.83
10263,586,767,1.30887372,953.12,1.63
7747,1211,1411,1.165152766,"1,858.77",1.53
4279,263,323,1.228136882,352.42,1.34
12993,496,597,1.203629032,557.86,1.12
4280,513,614,1.196881092,460.28,0.9
15667,661,696,1.052950076,561.19,0.85
13002,242,260,1.074380165,309.81,1.28
11259,503,612,1.216699801,575.15,1.14
13006,321,419,1.30529595,828.42,2.58
1642,147,201,1.367346939,232.72,1.58
9023,121,150,1.239669421,262.87,2.17
5703,735,924,1.257142857,"1,348.33",1.83
10256,777,878,1.12998713,"1,648.82",2.12
1652,450,478,1.062222222,349.67,0.78
1654,293,346,1.180887372,427.18,1.46
1657,206,232,1.126213592,270.47,1.31
10992,778,909,1.168380463,"1,069.90",1.38
4285,238,275,1.155462185,387.96,1.63
10999,524,618,1.179389313,948.17,1.81
10260,748,852,1.139037433,629.97,0.84
1663,355,411,1.157746479,435.98,1.23
5702,211,243,1.151658768,676.6,3.21
15669,511,604,1.181996086,580.76,1.14
7758,151,180,1.19205298,354.86,2.35
5704,1109,1286,1.159603246,"2,095.28",1.89
9027,646,707,1.094427245,768.9,1.19
10261,609,721,1.183908046,"1,301.72",2.14
11526,737,999,1.355495251,"1,034.78",1.4
4294,818,915,1.118581907,"1,250.60",1.53
6668,1417,1826,1.288637968,"2,163.82",1.53
5706,332,418,1.259036145,454.13,1.37
10814,1221,1290,1.056511057,"1,426.32",1.17
1669,232,255,1.099137931,337.48,1.45
1676,653,848,1.298621746,"1,017.67",1.56
1671,613,689,1.123980424,756.81,1.23
4290,734,912,1.242506812,981.13,1.34
15671,156,190,1.217948718,855.68,5.49
7756,453,485,1.070640177,443.32,0.98
10283,413,530,1.283292978,859.48,2.08
13017,25,34,1.36,63.75,2.55
5709,439,599,1.364464692,838.78,1.91
11650,651,703,1.079877112,944.86,1.45
14538,581,718,1.235800344,570.24,0.98
14539,300,683,2.276666667,"1,776.97",5.92
15091,44,52,1.181818182,92.96,2.11
13029,331,388,1.172205438,814.88,2.46
4307,1355,1652,1.219188192,"2,302.66",1.7
4300,1168,1355,1.16010274,"1,470.69",1.26
4305,220,259,1.177272727,287.39,1.31
1697,332,467,1.406626506,425.66,1.28
1696,1053,1160,1.101614435,"1,256.72",1.19
13034,302,363,1.201986755,563.65,1.87
13031,205,264,1.287804878,465.9,2.27
7782,502,575,1.145418327,690.83,1.38
7773,296,404,1.364864865,512.61,1.73
5722,733,875,1.19372442,"1,263.13",1.72
1704,223,254,1.139013453,305.17,1.37
1707,757,831,1.097754293,604.08,0.8
4323,919,1165,1.267682263,"1,063.90",1.16
13038,105,122,1.161904762,166.83,1.59
7789,374,447,1.195187166,545.25,1.46
10271,672,745,1.108630952,"1,090.37",1.62
14543,623,689,1.105939005,"1,065.50",1.71
9042,316,369,1.167721519,399.33,1.26
13041,610,663,1.086885246,684.28,1.12
11103,1153,1389,1.204683435,"1,670.40",1.45
16076,114,133,1.166666667,142.86,1.25
11061,293,318,1.085324232,381.29,1.3
6674,404,541,1.339108911,402.99,1
1712,639,956,1.496087637,"1,188.48",1.86
14545,318,429,1.349056604,387.27,1.22
10275,376,527,1.401595745,673.19,1.79
13047,249,305,1.224899598,291.87,1.17
13048,110,138,1.254545455,154.6,1.41
1716,269,375,1.394052045,435.95,1.62
10278,310,358,1.15483871,849.04,2.74
1721,455,531,1.167032967,579.98,1.27
1722,737,965,1.30936228,999.54,1.36
1717,846,1076,1.271867612,"1,562.51",1.85
7792,277,290,1.046931408,594.98,2.15
13056,152,214,1.407894737,752.16,4.95
1730,446,546,1.224215247,605.17,1.36
13057,472,570,1.207627119,735.37,1.56
13060,610,733,1.201639344,775.43,1.27
1731,441,585,1.326530612,730.88,1.66
15682,136,148,1.088235294,165.11,1.21
5731,400,491,1.2275,"1,480.84",3.7
7814,287,312,1.087108014,408.04,1.42
16081,193,209,1.082901554,222.26,1.15
5730,918,1066,1.161220044,758.74,0.83
7816,341,401,1.175953079,"1,013.26",2.97
7806,616,670,1.087662338,932.52,1.51
9054,467,575,1.231263383,663.8,1.42
15684,387,660,1.705426357,"1,450.00",3.75
1762,294,374,1.272108844,521.68,1.77
4339,984,1175,1.194105691,"1,279.81",1.3
9052,645,769,1.192248062,914,1.42
1764,222,243,1.094594595,338.71,1.53
1759,1009,1134,1.123885035,"1,033.47",1.02
14549,72,77,1.069444444,164.72,2.29
1760,481,525,1.091476091,591.4,1.23
15685,380,425,1.118421053,598.1,1.57
13069,37,45,1.216216216,186.76,5.05
4338,421,481,1.142517815,540.25,1.28
11651,464,539,1.161637931,"1,331.31",2.87
10816,648,709,1.094135802,722.27,1.11
10293,750,936,1.248,"1,276.94",1.7
1774,458,537,1.172489083,603.32,1.32
13072,299,450,1.505016722,641.32,2.14
11268,547,613,1.120658135,853.28,1.56
7825,653,711,1.088820827,765.79,1.17
6680,757,888,1.173051519,"1,612.19",2.13
4351,383,505,1.318537859,472.62,1.23
1770,284,332,1.169014085,392.26,1.38
11353,448,507,1.131696429,"1,060.47",2.37
7830,300,345,1.15,533.41,1.78
7823,1455,1850,1.271477663,"2,221.03",1.53
4355,306,368,1.202614379,574.75,1.88
11936,149,161,1.080536913,352.19,2.36
4354,833,960,1.152460984,"1,146.03",1.38
16084,313,341,1.089456869,602.32,1.92
4348,369,433,1.173441734,486.88,1.32
1780,955,1326,1.388481675,"1,464.01",1.53
13086,474,556,1.172995781,700.93,1.48
13090,617,710,1.150729335,875.39,1.42
9057,738,791,1.071815718,"1,109.73",1.5
1793,997,1165,1.168505517,"1,452.63",1.46
10904,373,439,1.1769437,695.6,1.86
1799,1308,1617,1.236238532,"2,244.34",1.72
13095,496,628,1.266129032,655.9,1.32
1800,518,542,1.046332046,631.52,1.22
1805,168,172,1.023809524,274.77,1.64
15114,1422,1577,1.109001406,"1,476.18",1.04
10310,475,523,1.101052632,506.62,1.07
11087,535,620,1.158878505,726.31,1.36
4361,471,569,1.208067941,506.03,1.07
16086,348,406,1.166666667,311.67,0.9
14554,91,124,1.362637363,103.57,1.14
1820,241,266,1.10373444,345.81,1.43
11365,836,899,1.075358852,"2,073.45",2.48
4368,1555,1704,1.095819936,"2,416.15",1.55
4365,625,713,1.1408,716.1,1.15
13099,97,110,1.134020619,138.29,1.43
13101,189,232,1.227513228,403.56,2.14
14555,484,527,1.088842975,"1,338.14",2.76
5754,137,162,1.182481752,696.33,5.08
7840,271,306,1.129151292,378.94,1.4
15118,325,363,1.116923077,356.32,1.1
1832,407,562,1.380835381,626.05,1.54
11937,215,223,1.037209302,404.05,1.88
15690,217,265,1.221198157,331.36,1.53
13109,809,921,1.138442522,"1,072.74",1.33
4378,397,415,1.04534005,573.93,1.45
1831,170,217,1.276470588,231.49,1.36
7843,458,608,1.327510917,823.14,1.8
9078,823,979,1.189550425,"1,278.89",1.55
6701,90,190,2.111111111,800.25,8.89
2628,545,583,1.069724771,560.82,1.03
13111,205,256,1.248780488,415.13,2.03
15125,116,116,1,214.07,1.85
13118,700,779,1.112857143,886.6,1.27
4376,228,296,1.298245614,425.71,1.87
7849,537,614,1.143389199,794.35,1.48
10330,237,295,1.244725738,404.46,1.71
7855,559,738,1.320214669,879.25,1.57
13122,507,787,1.552268245,814.74,1.61
4383,291,304,1.04467354,"1,032.47",3.55
10318,624,738,1.182692308,699.91,1.12
5764,1159,1335,1.151855047,"1,503.40",1.3
11163,1157,1546,1.336214347,"3,050.78",2.64
14556,457,658,1.439824945,875.72,1.92
9070,310,382,1.232258065,399.18,1.29
5765,440,484,1.1,707.11,1.61
4391,582,773,1.328178694,972.7,1.67
11658,420,479,1.14047619,438,1.04
1849,326,390,1.196319018,515.43,1.58
11315,502,595,1.185258964,711.27,1.42
4384,488,690,1.413934426,"1,026.44",2.1
9076,1447,1701,1.175535591,"1,484.39",1.03
13131,636,837,1.316037736,"1,011.82",1.59
10320,646,701,1.085139319,775.32,1.2
14559,190,210,1.105263158,718.39,3.78
9647,231,243,1.051948052,352.21,1.52
1864,383,522,1.362924282,"1,035.65",2.7
11509,193,229,1.186528497,340.92,1.77
13138,162,203,1.25308642,359.07,2.22
1868,128,151,1.1796875,161.38,1.26
1865,212,259,1.221698113,253.36,1.2
10329,677,776,1.146233383,"1,108.70",1.64
1874,770,875,1.136363636,"1,244.10",1.62
13143,449,605,1.347438753,492.18,1.1
7874,237,292,1.232067511,319.51,1.35
1891,717,927,1.292887029,"1,546.27",2.16
13148,524,654,1.248091603,809.69,1.55
13147,233,374,1.605150215,552.8,2.37
15135,885,975,1.101694915,"1,404.64",1.59
5785,274,348,1.270072993,343.4,1.25
1886,665,786,1.181954887,609.97,0.92
6745,44,49,1.113636364,178.72,4.06
1893,596,697,1.169463087,944.04,1.58
10328,604,812,1.344370861,829.74,1.37
7884,147,166,1.129251701,323.17,2.2
1894,365,412,1.128767123,576.43,1.58
4407,320,368,1.15,434.31,1.36
13161,115,145,1.260869565,478.75,4.16
10341,207,231,1.115942029,227.12,1.1
6695,380,405,1.065789474,"1,348.26",3.55
10342,1341,1477,1.101416853,"1,951.91",1.46
7881,720,754,1.047222222,877.82,1.22
9066,200,248,1.24,224.17,1.12
14566,362,465,1.284530387,873.58,2.41
9067,393,554,1.409669211,434.56,1.11
10346,305,343,1.124590164,617.89,2.03
4411,431,519,1.204176334,614.91,1.43
1911,568,656,1.154929577,718.45,1.26
1903,414,506,1.222222222,625.88,1.51
13165,673,774,1.150074294,"1,005.30",1.49
1901,852,900,1.056338028,"1,050.79",1.23
13166,560,835,1.491071429,924.89,1.65
1905,234,282,1.205128205,347.8,1.49
1904,303,319,1.052805281,362.65,1.2
10352,447,525,1.174496644,585.37,1.31
1910,199,224,1.125628141,255.95,1.29
7897,243,274,1.127572016,477.2,1.96
1923,961,1069,1.112382934,"1,321.28",1.37
13169,151,179,1.185430464,234.18,1.55
1922,587,698,1.189097104,874.83,1.49
1925,432,479,1.108796296,567.5,1.31
1926,943,1014,1.075291622,625.16,0.66
1918,305,370,1.213114754,459.7,1.51
4416,567,772,1.361552028,799.66,1.41
10355,564,608,1.078014184,897.44,1.59
1932,194,230,1.18556701,255.21,1.32
1937,344,424,1.23255814,550.59,1.6
13181,117,131,1.11965812,558.32,4.77
4421,540,666,1.233333333,"1,364.68",2.53
14568,156,238,1.525641026,274.31,1.76
1938,616,713,1.157467532,837.02,1.36
13182,232,256,1.103448276,272.47,1.17
9089,655,723,1.103816794,621.29,0.95
10357,1128,1563,1.385638298,"1,842.45",1.63
11943,73,94,1.287671233,94.36,1.29
7903,522,622,1.191570881,678.01,1.3
13188,412,477,1.15776699,671.14,1.63
10360,351,426,1.213675214,365.53,1.04
5799,142,169,1.190140845,239.77,1.69
6748,241,284,1.178423237,435.47,1.81
5806,504,567,1.125,584.11,1.16
15142,542,579,1.068265683,615.9,1.14
5802,394,516,1.30964467,737.02,1.87
1944,600,715,1.191666667,743.74,1.24
1939,970,990,1.020618557,799.67,0.82
4434,953,1094,1.14795383,"1,695.26",1.78
4423,575,617,1.073043478,620.95,1.08
1943,773,846,1.094437257,977.9,1.27
13189,625,790,1.264,739.38,1.18
15144,547,595,1.087751371,588.53,1.08
10363,641,708,1.104524181,926.17,1.44
14573,426,591,1.387323944,679.88,1.6
15145,270,285,1.055555556,366.26,1.36
16100,74,91,1.22972973,157.47,2.13
4437,223,350,1.569506726,531.95,2.39
14575,55,69,1.254545455,73.65,1.34
7910,223,250,1.121076233,366.1,1.64
15702,158,163,1.03164557,171.91,1.09
9097,657,878,1.336377473,"1,134.69",1.73
16102,270,298,1.103703704,380.24,1.41
7914,618,660,1.067961165,847.77,1.37
15150,1036,1235,1.192084942,"1,613.41",1.56
13201,303,362,1.194719472,792.69,2.62
2792,251,254,1.011952191,496.63,1.98
4440,586,666,1.136518771,"1,033.31",1.76
1969,366,402,1.098360656,499.55,1.36
14577,533,722,1.354596623,530.93,1
13210,169,274,1.621301775,417.82,2.47
1978,284,347,1.221830986,330.44,1.16
13206,599,738,1.232053422,656.31,1.1
1979,600,638,1.063333333,479.99,0.8
10365,589,726,1.232597623,815.5,1.38
9655,728,922,1.266483516,"1,329.29",1.83
9083,480,633,1.31875,717.1,1.49
13211,524,585,1.116412214,722.22,1.38
10375,384,436,1.135416667,576.36,1.5
13205,422,471,1.116113744,756.64,1.79
7905,295,329,1.115254237,399.5,1.35
4454,1417,1481,1.045165843,"1,740.44",1.23
9093,366,442,1.207650273,511.35,1.4
9090,287,326,1.135888502,360.85,1.26
1988,129,154,1.19379845,223.8,1.73
4455,813,877,1.078720787,"2,001.10",2.46
13218,666,709,1.064564565,786.92,1.18
1989,621,712,1.146537842,913.36,1.47
11291,645,730,1.131782946,906.67,1.41
5817,651,723,1.110599078,778.75,1.2
10367,852,947,1.111502347,937.78,1.1
6709,456,478,1.048245614,780.77,1.71
1999,870,1140,1.310344828,"1,055.87",1.21
13227,185,247,1.335135135,414.08,2.24
16106,150,177,1.18,156.1,1.04
4459,1401,1713,1.222698073,"1,412.47",1.01
4451,330,359,1.087878788,374.86,1.14
9118,609,702,1.15270936,822.37,1.35
4453,611,754,1.234042553,"1,178.74",1.93
4460,176,206,1.170454545,321.98,1.83
2014,346,376,1.086705202,514.23,1.49
2011,602,655,1.088039867,"1,484.06",2.47
14586,438,441,1.006849315,363.32,0.83
13238,429,632,1.473193473,"1,016.46",2.37
9105,169,196,1.159763314,257.8,1.53
5831,551,627,1.137931034,812.13,1.47
10382,398,491,1.233668342,476.76,1.2
2019,283,324,1.144876325,370.44,1.31
5832,149,164,1.100671141,322.85,2.17
9656,427,472,1.105386417,629.64,1.47
15160,468,489,1.044871795,390.68,0.83
2024,604,699,1.157284768,648.29,1.07
2029,459,562,1.224400871,529.61,1.15
15709,197,224,1.137055838,277.3,1.41
13250,213,232,1.089201878,246.31,1.16
15167,240,259,1.079166667,524.31,2.18
13253,124,148,1.193548387,208.42,1.68
13254,44,52,1.181818182,57.27,1.3
10386,572,668,1.167832168,931.55,1.63
7944,586,608,1.037542662,639.93,1.09
9112,759,905,1.192358366,"1,061.33",1.4
10802,546,598,1.095238095,"1,441.96",2.64
9098,1074,1214,1.130353818,"1,294.39",1.21
6712,585,623,1.064957265,719.79,1.23
2056,281,315,1.120996441,257.2,0.92
2049,289,350,1.211072664,497.4,1.72
14595,211,243,1.151658768,227.4,1.08
7955,597,657,1.100502513,627.46,1.05
9110,515,597,1.159223301,487.45,0.95
10401,382,463,1.212041885,507.74,1.33
13266,788,938,1.19035533,"1,099.13",1.39
9137,317,389,1.227129338,636.68,2.01
2067,1357,1408,1.037582903,"2,020.23",1.49
10390,574,639,1.113240418,695.43,1.21
4484,249,333,1.337349398,330.57,1.33
14597,50,63,1.26,102.38,2.05
13270,454,534,1.176211454,527.65,1.16
11830,115,156,1.356521739,330.21,2.87
16117,1476,1642,1.112466125,"1,359.55",0.92
15717,706,1154,1.634560907,"1,686.40",2.39
2063,1277,1377,1.078308536,"1,434.66",1.12
2066,974,1155,1.185831622,980.71,1.01
9126,512,609,1.189453125,633.01,1.24
6716,672,768,1.142857143,779.55,1.16
9122,397,471,1.186397985,642.77,1.62
13274,119,144,1.210084034,167.84,1.41
13268,417,479,1.148681055,517.75,1.24
9127,273,307,1.124542125,415.36,1.52
10392,390,444,1.138461538,543.32,1.39
9667,185,204,1.102702703,644.02,3.48
7957,716,918,1.282122905,"1,276.18",1.78
9128,234,265,1.132478632,340,1.45
13281,172,204,1.186046512,243.59,1.42
13275,185,280,1.513513514,350.8,1.9
13277,259,340,1.312741313,768.22,2.97
15177,264,284,1.075757576,583.97,2.21
4481,260,381,1.465384615,445.75,1.71
9123,238,259,1.088235294,347.7,1.46
10396,613,745,1.215334421,"1,183.55",1.93
11466,965,1190,1.233160622,"2,076.05",2.15
10847,471,593,1.259023355,657.74,1.4
2083,866,1016,1.173210162,991.55,1.14
4497,641,744,1.160686427,635.4,0.99
4496,294,337,1.146258503,601.12,2.04
5852,1395,1537,1.101792115,"2,636.20",1.89
11951,287,309,1.076655052,325.83,1.14
7964,424,460,1.08490566,547.16,1.29
11679,496,537,1.08266129,561.84,1.13
9139,430,510,1.186046512,579.77,1.35
7977,606,677,1.117161716,"1,782.49",2.94
5858,327,487,1.489296636,614.61,1.88
5864,710,913,1.285915493,"2,674.16",3.77
4499,1266,1415,1.117693523,"1,574.33",1.24
13301,395,513,1.298734177,531.11,1.34
15723,107,126,1.177570093,117.33,1.1
4503,587,651,1.109028961,590.31,1.01
4500,631,770,1.220285261,933.22,1.48
2110,135,153,1.133333333,203.81,1.51
3046,143,164,1.146853147,233.28,1.63
2111,1329,1758,1.322799097,"2,057.73",1.55
2117,532,601,1.129699248,517.47,0.97
9125,490,522,1.065306122,"1,088.90",2.22
7973,216,255,1.180555556,286.79,1.33
2131,953,1128,1.18363064,"1,652.12",1.73
10408,390,500,1.282051282,487.57,1.25
2132,1415,1606,1.134982332,"1,996.59",1.41
2125,331,374,1.129909366,471.22,1.42
10410,845,1044,1.235502959,"1,359.05",1.61
5860,919,1050,1.142546246,"1,975.92",2.15
11151,596,696,1.167785235,746.09,1.25
16125,122,172,1.409836066,321.25,2.63
4513,1327,1599,1.204973625,"2,337.14",1.76
11197,841,1077,1.280618312,"1,458.64",1.73
5868,198,217,1.095959596,240.62,1.22
2139,161,201,1.248447205,247.67,1.54
2138,255,362,1.419607843,476.85,1.87
15728,206,233,1.131067961,309.3,1.5
2141,780,921,1.180769231,"1,282.96",1.64
2146,503,539,1.071570577,644.21,1.28
13307,329,373,1.133738602,547.13,1.66
7969,240,268,1.116666667,282.1,1.18
11596,345,372,1.07826087,520.67,1.51
6738,508,560,1.102362205,"1,204.54",2.37
2140,378,417,1.103174603,708.56,1.87
2162,274,326,1.189781022,435.5,1.59
5878,760,930,1.223684211,773.46,1.02
7991,265,297,1.120754717,320.05,1.21
11500,846,960,1.134751773,"1,909.51",2.26
7996,534,623,1.166666667,765.4,1.43
13316,354,446,1.259887006,503.62,1.42
2154,430,500,1.162790698,538.08,1.25
6731,130,149,1.146153846,221.95,1.71
2174,344,376,1.093023256,342.14,0.99
10419,86,93,1.081395349,109.87,1.28
14610,158,185,1.170886076,200.17,1.27
10421,907,1033,1.138919515,"2,764.74",3.05
4518,522,606,1.16091954,850.42,1.63
10426,525,599,1.140952381,823.64,1.57
15191,330,478,1.448484848,841.47,2.55
2177,344,422,1.226744186,747.78,2.17
13323,326,375,1.150306748,539.71,1.66
6750,277,345,1.245487365,391.9,1.41
9157,262,302,1.152671756,292.79,1.12
6744,1507,2084,1.382879894,"2,778.20",1.84
10425,251,326,1.298804781,322.14,1.28
6751,427,501,1.173302108,690.01,1.62
11461,440,499,1.134090909,626.96,1.42
10427,731,924,1.264021888,"1,079.55",1.48
6752,323,387,1.198142415,607.54,1.88
14612,356,625,1.755617978,"1,750.51",4.92
2182,214,235,1.098130841,273.99,1.28
13334,828,1016,1.22705314,"1,831.24",2.21
8011,914,1107,1.211159737,"1,512.12",1.65
5888,383,429,1.120104439,801.91,2.09
2192,493,592,1.200811359,849.22,1.72
2198,719,946,1.315716273,"1,073.85",1.49
13340,359,443,1.233983287,453.38,1.26
13339,762,912,1.196850394,"1,079.88",1.42
5901,329,354,1.075987842,504.58,1.53
2214,717,884,1.232914923,946.35,1.32
2207,1146,1359,1.185863874,"1,471.44",1.28
2209,342,400,1.169590643,599.78,1.75
15196,107,116,1.08411215,135.77,1.27
15197,351,401,1.142450142,483.32,1.38
2216,334,398,1.191616766,435.06,1.3
10827,1018,1184,1.163064833,"1,571.71",1.54
14613,69,86,1.246376812,281.07,4.07
10447,666,739,1.10960961,937.46,1.41
11143,353,398,1.127478754,793.77,2.25
10431,340,371,1.091176471,396.17,1.17
5903,774,797,1.029715762,981.49,1.27
5908,561,840,1.497326203,680.97,1.21
10433,388,512,1.319587629,683.6,1.76
2225,931,1264,1.357679914,"1,832.45",1.97
2226,835,893,1.069461078,799.25,0.96
9154,470,594,1.263829787,635.5,1.35
10918,358,424,1.184357542,508.55,1.42
11454,1106,1157,1.046112116,"1,854.65",1.68
2232,526,789,1.5,"1,155.10",2.2
9158,1007,1204,1.195630586,"1,360.02",1.35
9146,318,370,1.163522013,395.07,1.24
2239,347,390,1.123919308,513,1.48
15203,434,478,1.101382488,594.67,1.37
2233,582,855,1.469072165,"1,640.51",2.82
6760,1301,1340,1.029976941,"1,854.14",1.43
6759,1537,1868,1.215354587,"1,982.10",1.29
4549,868,1033,1.190092166,"1,277.35",1.47
8022,382,428,1.120418848,398.33,1.04
2243,381,814,2.13648294,"1,222.34",3.21
2242,183,221,1.207650273,226.29,1.24
14620,531,624,1.175141243,820.69,1.55
4547,325,407,1.252307692,485.71,1.49
11835,130,168,1.292307692,567.73,4.37
4552,995,1220,1.226130653,"2,280.68",2.29
11834,17,27,1.588235294,55.02,3.24
4559,712,786,1.103932584,821.77,1.15
6762,828,1020,1.231884058,"2,063.80",2.49
16140,222,259,1.166666667,587.78,2.65
10438,196,293,1.494897959,518.35,2.64
2263,459,522,1.137254902,826.83,1.8
14621,676,760,1.124260355,524.45,0.78
2256,239,318,1.330543933,360.34,1.51
13366,554,652,1.176895307,773.8,1.4
2260,1081,1288,1.191489362,"1,537.26",1.42
13370,149,162,1.087248322,202.31,1.36
5920,514,715,1.391050584,"1,029.90",2
13368,318,365,1.147798742,398.76,1.25
13367,200,233,1.165,368.53,1.84
5927,261,321,1.229885057,354.46,1.36
13378,478,500,1.046025105,472.06,0.99
2277,753,846,1.123505976,894.74,1.19
4570,289,339,1.173010381,899.56,3.11
2275,687,805,1.171761281,798.1,1.16
13374,257,365,1.420233463,472.4,1.84
13376,287,310,1.080139373,494.28,1.72
13380,150,206,1.373333333,262.89,1.75
6764,374,430,1.14973262,633.78,1.69
2282,449,535,1.191536748,763.86,1.7
2279,201,224,1.114427861,361.1,1.8
9164,635,750,1.181102362,676.42,1.07
10443,862,1160,1.345707657,811.44,0.94
5936,332,410,1.234939759,504.26,1.52
16144,402,480,1.194029851,564.43,1.4
10450,240,279,1.1625,290.44,1.21
10451,840,980,1.166666667,"1,078.75",1.28
15215,307,357,1.16286645,266.67,0.87
2290,436,733,1.681192661,620.09,1.42
2291,387,476,1.22997416,675.13,1.74
11401,1300,1865,1.434615385,"1,878.08",1.44
4581,364,449,1.233516484,"2,119.31",5.82
13391,796,916,1.150753769,872.77,1.1
4572,594,711,1.196969697,751.29,1.26
13394,457,532,1.164113786,569.49,1.25
8061,211,228,1.08056872,267.01,1.27
8062,370,414,1.118918919,488.65,1.32
13397,543,621,1.143646409,922.2,1.7
10979,582,629,1.080756014,805.55,1.38
9675,1076,1080,1.003717472,"1,460.41",1.36
13405,92,105,1.141304348,265.18,2.88
10950,702,848,1.207977208,924.19,1.32
2312,533,599,1.123827392,553.91,1.04
4586,432,562,1.300925926,965.72,2.24
15217,430,470,1.093023256,969.24,2.25
5944,468,557,1.19017094,752.97,1.61
2313,217,241,1.110599078,259.51,1.2
8069,261,267,1.022988506,307.68,1.18
15738,424,596,1.405660377,"1,890.08",4.46
13409,1017,1278,1.256637168,"1,888.64",1.86
5943,267,305,1.142322097,385.12,1.44
8071,525,597,1.137142857,"1,433.74",2.73
8066,487,608,1.248459959,691.17,1.42
8065,474,710,1.497890295,"1,033.14",2.18
15221,201,236,1.174129353,231.1,1.15
5942,203,227,1.118226601,435.82,2.15
13412,591,634,1.072758037,932.08,1.58
11511,1214,1658,1.365733114,"1,654.48",1.36
5948,372,399,1.072580645,832.81,2.24
13420,474,532,1.122362869,596.99,1.26
2322,367,448,1.220708447,662.25,1.8
4587,472,913,1.934322034,"1,116.27",2.36
13419,145,176,1.213793103,176.82,1.22
11585,1169,1487,1.272027374,"2,114.60",1.81
15743,315,352,1.117460317,440.79,1.4
2327,199,249,1.251256281,414.14,2.08
13427,400,444,1.11,509.91,1.27
5949,221,302,1.366515837,378.85,1.71
4593,499,632,1.266533066,"1,545.76",3.1
14635,350,430,1.228571429,473.13,1.35
2326,1832,2053,1.120633188,"2,119.47",1.16
